"ID","Abteilung","Jahr","Aktenzeichen","Status","Titel"
"03-2014-168","03","2014","WD 3 - 168/14","A","Einrichtung kollektiver Teile innerhalb der Rückstellungen für Beitragsrückerstattung der Lebensversicherer - Zur Vereinbarkeit mit Artikel 14 GG"
"03-2014-157","03","2014","WD 3 - 157/14","A","Reichweite des Informationsfreiheitsgesetzes"
"03-2014-155","03","2014","WD 3 - 155/14","A","Privatisierung von Aufgaben des Hochwasserschutzes und der Umsetzung von Wasserbewirtschaftungszielen"
"03-2014-154","03","2014","WD 3 - 154/14","A","Berechtigt die Gefahr eines Parteiausschlussverfahrens zur Zeugnisverweigerung gemäß § 22 Abs. 2 PUAG?"
"03-2014-152","03","2014","WD 3 - 152/14","A","Verfassungsmäßigkeit eines Verbots der Nutzung von Wohnraum als Zweitwohnungen?"
"03-2014-151","03","2014","WD 3 - 151/14","A","Zu den Auswirkungen des Zweiten Gesetzes zur Änderung des Staatsangehörigkeitsgesetzes"
"03-2014-150","03","2014","WD 3 - 150/14","A","Ist ein Verbot von Tierbörsen verfassungsrechtlich zulässig?"
"03-2014-148","03","2014","WD 3 - 148/14","A","Das Punktesystem zur Bewertung von Zuwanderungsanträgen in Kanada - Verfassungs- und europarechtliche Bedingungen zu seiner Einführung in Deutschland"
"03-2014-146","03","2014","WD 3 - 146/14","A","Beteiligung der nationalen Parlamente im Euro-Raum in Bezug auf Maßnahmen des ESM - Zu den Rechten der nationalen Parlamente und zur Praxis bei bisherigen Hilfsmaßnahmen - Aktualisierung zu WD 3 - 086/14"
"03-2014-142","03","2014","WD 3 - 142/14","A","Wahlbenachrichtigung sowie zur besonderen Erfassung von Doppelstaatern bei der Erstellung der Wählerverzeichnisse für die Wahlen zum Europäischen Parlament - Überblick zu ausgewählten Mitgliedstaaten der Europäischen Union"
"03-2014-136","03","2014","WD 3 - 136/14","A","Zur Regelungsdichte des Wahlrechts in den Verfassungen der deutschen Bundesländer und der Mitgliedstaaten der EU - Ein Vergleich mit den Bestimmungen des Grundgesetzes"
"03-2014-133","03","2014","WD 3 - 133/14","A","Untersuchungsausschüsse und Persönlichkeitsrechte Betroffener"
"03-2014-129","03","2014","WD 3 - 129/14","A","Zur Frage eines Verbots von Symbolen der Missachtung staatlicher Gewalt"
"03-2014-128","03","2014","WD 3 - 128/14","A","Rechtsanspruch auf einen Ausbildungsplatz - Gesetzgeberische Möglichkeiten, Koalitionsvereinbarung und Stand der verfassungsrechtlichen Diskussion"
"03-2014-125","03","2014","WD 3 - 125/14","A","Grundgesetzliche Kompetenzverteilung zwischen Bund und Ländern in den Bereichen Bildung und Wissenschaft - Änderungshistorie und deren Hintergründe seit Inkrafttreten des Grundgesetzes im Jahr 1949"
"03-2014-124","03","2014","WD 3 - 124/14","A","Die Rolle der nationalen Parlamente im Recht der Europäischen Union"
"03-2014-120","03","2014","WD 3 - 120/14","A","Verfassungsmäßigkeit der Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen und anderen baulichen Nutzungen"
"03-2014-119","03","2014","WD 3 - 119/14","A","Föderale Zuständigkeiten in Dublin-Verfahren"
"03-2014-112","03","2014","WD 3 - 112/14","A","Die Ausgestaltung des Amtes eines Chief Information Officers des Bundes nach bayerischem und hessischem Vorbild - Zur Vereinbarkeit mit dem Ressortprinzip nach Art. 65 Satz 2 GG"
"03-2014-111","03","2014","WD 3 - 111/14","A","Entschädigungsansprüche von Grundstückseigentümern in der Nachbarschaft von Windkraftanlagen"
"03-2014-097","03","2014","WD 3 - 097/14","A","Vereinbarkeit der unterschiedlichen Belastung von neuen Eigenstromanlagen mit der EEG-Umlage nach dem geplanten §58 Abs. 6 EEG 2014"
"03-2014-094","03","2014","WD 3 - 094/14","A","Ermächtigung der Bundesärztekammer zum Erlass von Richtlinien gemäß § 16 Absatz 1 Transplantationsgesetz"
"03-2014-086","03","2014","WD 3 - 086/14","A","Beteiligung der nationalen Parlamente im Euro-Raum in Bezug auf Maßnahmen des ESM - Zu den Rechten der nationalen Parlamente und zur Praxis bei bisherigen Hilfsmaßnahmen"
"03-2014-084","03","2014","WD 3 - 084/14","A","Bundesgesetzliche Regelung der Finanzierung von Frauenhäusern"
"03-2014-083","03","2014","WD 3 - 083/14","A","Anspruch des Freistaats Thüringen auf Nachverhandlungen über den Generalvertrag über die abschließende Finanzierung der ökologischen Altlasten im Freistaat Thüringen"
"03-2014-081","03","2014","WD 3 - 081/14","A","Vereinbarkeit der geplanten Novellierung des Bundesgremienbesetzungsgesetzes mit der Freiheit des Abgeordnetenmandats"
"03-2014-076","03","2014","WD 3 - 076/14","A","Verfassungsrechtlicher Rahmen für die Einführung einer sogenannten Mietpreisbremse"
"03-2014-072","03","2014","WD 3 - 072/14","A","Rechtsschutz gegen „rassistische“ Äußerungen und sonstiges „rassistisches“ Behördenhandeln"
"03-2014-068","03","2014","WD 3 - 068/14","A","Amtsenthebung des Präsidenten der Ukraine - Verfassungsrechtliche und tatsächliche Fragen"
"03-2014-067","03","2014","WD 3 - 067/14","A","Der Übergang der Krim von der Russischen Sozialistischen Föderativen Sowjetrepublik [RSFSR) an die Ukrainische Sozialistische Sowjetrepublik im Jahr 1954 - Bedeutung für das Staatsgebiet der Ukraine"
"03-2014-064","03","2014","WD 3 - 064/14","A","Rechtsfragen zur Berufshaftpflichtversicherung der freien Hebammen"
"03-2014-062","03","2014","WD 3 - 062/14","A","Aufgaben und Kompetenzen des Präsidiums des Deutschen Bundestages und vergleichbarer Gremien in den Landtagen"
"03-2014-060","03","2014","WD 3 - 060/14","A","Mandatsträgerbestechung - Zum Tatbestandsmerkmal des ungerechtfertigten Vorteils"
"03-2014-052","03","2014","WD 3 - 052/14","A","Verfassungsrechtliche Anforderungen an die geplante Reform des Eigenstromprivilegs im Erneuerbare-Energien-Gesetz"
"03-2014-051","03","2014","WD 3 - 051/14","A","Erleichterter Zugang zum Medizinstudium für künftige Hausärzte in ländlichen Gebieten?"
"03-2014-049","03","2014","WD 3 - 049/14","A","Kinderrechte in den Verfassungen der EU-Mitgliedstaaten - Bezüge zur UN-Kinderrechtskonvention"
"03-2014-047","03","2014","WD 3 - 047/14","A","Parlamentarische Informationsrechte über den Haushalt des Bundesamtes für Verfassungsschutz und des Bundesnachrichtendienstes"
"03-2014-046","03","2014","WD 3 - 046/14","A","Rückbau abgeschalteter Atomkraftwerke - Rechtsgrundlagen, Lagerung zurückgeholter Materialien und Kostentragung"
"03-2014-045","03","2014","WD 3 - 045/14","A","Rechtsfragen zur Einsetzung eines Untersuchungsausschusses"
"03-2014-034","03","2014","WD 3 - 034/14","A","Voraussetzungen für die Einleitung von Disziplinarverfahren gegen Minister und Staatssekretäre von Bundes- und Landesregierungen"
"03-2014-032","03","2014","WD 3 - 032/14","A","Auskunftsrechte des Bundestages in Angelegenheiten der Europäischen Union - Insbesondere in Bezug auf den Europäischen Stabilitätsmechanismus"
"03-2014-030","03","2014","WD 3 - 030/14","A","Online-Wahlen - Erfahrungen in anderen Staaten und (verfassungs-)rechtliche Voraussetzungen für eine Einführung' in Deutschland"
"03-2014-026","03","2014","WD 3 - 026/14","A","Fragen zur Durchsetzung der deutschen Sprache als Arbeitssprache der Europäischen Union"
"03-2014-023","03","2014","WD 3 - 023/14","A","Zugang zu Diensttelefonlisten der Jobcenter nach dem IFG"
"03-2014-020","03","2014","WD 3 - 020/14","A","Verstetigung des Petitionsausschusses über das Ende der Legislaturperiode"
"03-2014-018","03","2014","WD 3 - 018/14","A","Rechtsfragen zur Weitergeltung des Beitragssatzes in der gesetzlichen Rentenversicherung im Jahr 2014"
"03-2014-012","03","2014","WD 3 - 012/14","A","Die Systeme der Gesetzlichen Rentenversicherung und der Beamtenversorgung des Bundes im Lichte des Gleichheitssatzes aus Artikel 3 Absatz 1 Grundgesetz"
"03-2014-008","03","2014","WD 3 - 008/14","A","Altersdiskriminierung aufgrund von § 39 Absatz 2 Satz 2 der Hessischen Gemeindeordnung"
"03-2014-005","03","2014","WD 3 - 005/14","A","Volksbegehren und Volksentscheid auf Bundesebene - Verfassungsrechtliche Situation im Hinblick auf die föderale Struktur Deutschlands und Rechtslage in Österreich und der Schweiz"
"03-2014-003","03","2014","WD 3 - 003/14","A","Verfassungsmäßigkeit polizeirechtlicher Vorschriften zur Bestimmung von Gefahrengebieten"
"03-2013-249","03","2013","WD 3 - 249/13","A","Einzelfragen zur Annahme von Belohnungen und Geschenken durch Bedienstete und Amtsträger des Bundes"
"03-2013-248","03","2013","WD 3 - 248/13","A","Umsetzung der Verschlechterungsverbote des EWG-Türkei-Assoziationsrechts in Dänemark, den Niederlanden und Österreich"
"03-2013-245","03","2013","WD 3 - 245/13","A","Erwerb der Staatsangehörigkeit durch Einbürgerung - Aktuelle Rechtslage"
"03-2013-242","03","2013","WD 3 - 242/13","A","Familien und Lebensgemeinschaften in Deutschland und Frankreich"
"03-2013-239","03","2013","WD 3 - 239/13","A","Heraufsetzen des Schutzalters für Prostitution auf 21 Jahre"
"03-2013-237","03","2013","WD 3 - 237/13","A","Rechte der parlamentarischen Minderheiten in den Landtagen - Überblick über ausgewählte Rechte"
"03-2013-234","03","2013","WD 3 - 234/13","A","Rechte parlamentarischer Minderheiten in Deutschland - Bestand und Veränderung seit 1949"
"03-2013-231","03","2013","WD 3 - 231/13","A","Verfassungsmäßigkeit von Mitgliederentscheiden in politischen Parteien über den Abschluss von Koalitionsverträsen"
"03-2013-230","03","2013","WD 3 - 230/13","A","Verfassungsrechtliche Zulässigkeit einer Ausschüttungssperre für Gesellschafter oder Anteilseigner privater Krankenhäuser"
"03-2013-227","03","2013","WD 3 - 227/13","A","Parlamentarische Beratungsfülle und öffentliche Debatte - Eine Übersicht über die Regelungen zur Beratungseffizienz in den Bundesländern"
"03-2013-225","03","2013","WD 3 - 225/13","A","Die Datenschutzbeauftragten des Bundes und der Länder - Stellung und rechtliche Grundlagen"
"03-2013-222","03","2013","WD 3 - 222/13","A","Sind Mietpreisgrenzen für Gewerbeflächen verfassungsrechtlich zulässig?"
"03-2013-216","03","2013","WD 3 - 216/13","A","Zur Reichweite der Legitimationspflicht von Polizeibeamten in Versammlungen"
"03-2013-208","03","2013","WD 3 - 208/13","A","Beteiligung und Mitwirkung des Deutschen Bundestages an dem Zustandekommen von Staatsverträgen und völkerrechtlichen Verträgen"
"03-2013-196","03","2013","WD 3 - 196/13","AI","Rechte der parlamentarischen Minderheiten im Bundestag"
"03-2013-188","03","2013","WD 3 - 188/13","A","Minderheitsregierung"
"03-2013-187","03","2013","WD 3 - 187/13","A","„Ungesunde Verteilung des Grund und Bodens“ gemäß § 9 Abs. 1 Nr. 1 Grundstücksverkehrsgesetz"
"03-2013-183","03","2013","WD 3 - 183/13","A","Normenkontrollverfahren in den Mitgliedstaaten der EU - Darstellung der Rechtslage in Frankreich, Lettland, Österreich, Finnland, Spanien und Bulgarien"
"03-2013-177","03","2013","WD 3 - 177/13","A","Auswirkungen des Verlusts des Bundestagsmandats auf Bundesminister und Parlamentarische Staatssekretäre in einer geschäftsführenden Regierung"
"03-2013-173","03","2013","WD 3 - 173/13","A","Minderheitsregierung"
"03-2013-171","03","2013","WD 3 - 171/13","A","Verfassungsrechtliche Zulässigkeit der Privatisierung von Schleusen im Bereich der Bundeswasserstraßen"
"03-2013-161","03","2013","WD 3 - 161/13","A","Reichweite des parlamentarischen Fragerechts bei der Vergabe öffentlicher Aufträge an öffentliche Unternehmen"
"03-2013-155","03","2013","WD 3 - 155/13","A","Bindungswirkung und nachträgliche Änderung von Eingemeindungsverträgen"
"03-2013-151","03","2013","WD 3 - 151/13","A","Verfassungsrechtlicher Rahmen für spezifische Bekleidungsmarkenverbote in Hausordnungen von Parlaments- und Verwaltungsgebäuden"
"03-2013-149","03","2013","WD 3 - 149/13","A","Sinti und Roma als nationale Minderheit in Deutschland - Zu den geltenden Vereinbarungen auf Landesebene und den Möglichkeiten einer Regelung auf Bundesebene"
"03-2013-143","03","2013","WD 3 - 143/13","A","Sicherheitsüberprüfung von Bediensteten des Bundes"
"03-2013-141","03","2013","WD 3 - 141/13","A","Leistungen der Rentenversicherung und der Beamtenversorgung des Bundes- Entwicklung und gesetzliche Regelungen mit größerer Tragweite seit Ende der 70er Jahre"
"03-2013-140","03","2013","WD 3 - 140/13","A","Regelungskompetenz der Kommunen für die Einführung einer City-Maut"
"03-2013-138","03","2013","WD 3 - 138/13","A","Gewährung von Zahlungserleichterungen bei Sanktionen für politische Parteien nach dem Parteiengesetz"
"03-2013-134","03","2013","WD 3 - 134/13","A","Videoaufzeichnungen aus Autobahntunneln nach dem Datenschutzgesetz"
"03-2013-132","03","2013","WD 3 - 132/13","A","Gesetzgebung.skompetenz des Bundes zur Regelung von Rahmenbedingungen des Promotionsverfahrens"
"03-2013-129","03","2013","WD 3 - 129/13","A","Einheitliche Tarife im öffentlichen Personennahverkehr durch bundesgesetzliche Regelungen"
"03-2013-128","03","2013","WD 3 - 128/13","A","Überhangmandate der CSU nach dem neuen Wahlrecht"
"03-2013-121","03","2013","WD 3 - 121/13","A","Klagemöglichkeiten gegen ein Ministerium"
"03-2013-110","03","2013","WD 3 - 110/13","A","Zustimmungsgesetz zur Verordnung des Rates zur Übertragung besonderer Aufgaben im Zusammenhang mit der Aufsicht über Kreditinstitute auf die Europäische Zentralbank"
"03-2013-109","03","2013","WD 3 - 109/13","A","Anspruch des Bundestages auf Einsicht in Planungsunterlagen der Deutschen Bahn AG bei Vorhaben nach dem Gemeindeverkehrsfinanzierungsgesetz"
"03-2013-101","03","2013","WD 3 - 101/13","A","Anpassung der Ausgabevolumina für das Personal der öffentlichen Verwaltung in ausgewählten Mitgliedstaaten der Europäischen Union - Beiträge zur Konsolidierung der Staatshaushalte seit 2009"
"03-2013-100","03","2013","WD 3 - 100/13","A","Die Vereinbarkeit eines Verbots von Ölheizungen mit dem Grundgesetz"
"03-2013-099","03","2013","WD 3 - 099/13","A","Referenden zu europapolitischen Themen in der Bundesrepublik Deutschland- Rechtliche Voraussetzungen der Einführung von mehr direkter Demokratie"
"03-2013-098","03","2013","WD 3 - 098/13","A","Veröffentlichungspflichten für Abgeordnete im Europäischen Parlament, im Bundestag und den Landesparlamenten"
"03-2013-097","03","2013","WD 3 - 097/13","A","Maritime Sicherheit - Neuregelung des Einsatzes privater Sicherheitsdienste auf Seeschiffen"
"03-2013-094","03","2013","WD 3 - 094/13","A","Gesetzliche Regulierung des Einsatzes von Fracking-Technologien - Verfassungsrechtliche Zulässigkeil einer nach konventionellen und unkonventionellen Lagerstätten differenzierenden Verbotsregelung"
"03-2013-089","03","2013","WD 3 - 089/13","A","Die kommunale Selbstverwaltung in ausgewählten Mitgliedstaaten der Europäischen Union"
"03-2013-088","03","2013","WD 3 - 088/13","A","Konkurrentenklagen von Bundesbeamten - Entwicklung der Zahl im Zeitraum von 2007 bis 2011"
"03-2013-087","03","2013","WD 3 - 087/13","A","Verfassungsmäßige Zuständigkeit des Bundesrates bei internationalen, bi-und multilateralen Verträgen zwischen der Bundesrepublik Deutschland und anderen Staaten"
"03-2013-085","03","2013","WD 3 - 085/13","A","Die Abgabe von Aufgaben der Bundeswehr in den Geschäftsbereich anderer Bundesministerien-Auswirkungen auf die Arbeit und Rechte des Verteidigungsausschusses und des Wehrbeauftragten"
"03-2013-083","03","2013","WD 3 - 083/13","A","Ist der Ausschluss einzelner politischer Gruppierungen vom Christopher Street Day rechtlich zulässig?"
"03-2013-082","03","2013","WD 3 - 082/13","A","Landesrechtliche Zuständigkeiten der Kommunen im Bereich der landeseigenen Ausführung von Bundesgesetzen (Art. 83, 84 GG)"
"03-2013-081","03","2013","WD 3 - 081/13","A","Gesetzliche Regelungen für die Abgeltung von Mehrarbeit bei den Feuerwehren der Bundeswehr"
"03-2013-077","03","2013","WD 3 - 077/13","A","Verfassungsmäßigkeit der Einführung einer Pflicht zur Zwischenvermietung sowie der treuhänderischen Zwangsverwaltung einer Immobilie in das Hamburgische Wohnraumschutzgesetz"
"03-2013-075","03","2013","WD 3 - 075/13","A","Reichweite des Parlamentsvorbehalts gemäß § 4 Absatz 2 des Gesetzes zur finanziellen Beteiligung am Europäischen Stabilitätsmechanismus"
"03-2013-074","03","2013","WD 3 - 074/13","A","Wahl des Vorsitzenden oder des Vorstands einer Partei per Urwahl"
"03-2013-070","03","2013","WD 3 - 070/13","A","Fragen zu Funktionszulagen für Abgeordnete aus Fraktionsmitteln"
"03-2013-069","03","2013","WD 3 - 069/13","A","Verfassungsrechtliche Rahmenbedingungen für eine Reduzierung der Arbeitsteilung und Kürzung der Wertschöpfungskette"
"03-2013-068","03","2013","WD 3 - 068/13","A","Die rechtliche Stellung jüdischer Immigranten aus der ehemaligen Sowjetunion"
"03-2013-066","03","2013","WD 3 - 066/13","A","Entwurf eines Gesetzes zum Handelsübereinkommen zwischen der Europäischen Union und ihren Mitgliedstaaten einerseits sowie Kolumbien und Peru andererseits (BT-Drs. 17/12354) - Zustimmung des Bundesrates"
"03-2013-064","03","2013","WD 3 - 064/13","A","Wirkungsgleiche Übertragung von Dämpfungsfaktoren der gesetzlichen Rentenversicherung auf die Versorgung der Bundesbeamten"
"03-2013-061","03","2013","WD 3 - 061/13","A","Ernennung von Beamten zu Honorarprofessoren"
"03-2013-060","03","2013","WD 3 - 060/13","A","Mitwirkung des Deutschen Bundestages an der Entscheidung über die Aufnahme eines Mitgliedstaates der Europäischen Union in die Eurozone"
"03-2013-057","03","2013","WD 3 - 057/13","A","Maßnahmen unterhalb des Parteiverbots gegen Parteien, die rassistisches Gedankengut fördern - Rechtsvergleichende Betrachtung"
"03-2013-056","03","2013","WD 3 - 056/13","A","Informationsrechte der Bürger zu Inhalten öffentlicher Verträge"
"03-2013-052","03","2013","WD 3 - 052/13","A","Wahlrecht für Auslandsdeutsche und Zulässigkeit einer Urnenwahl in deutschen Auslandsvertretungen"
"03-2013-048","03","2013","WD 3 - 048/13","A","Streichung des „Gülle-Bonus“ im EEG - Verfassungsrechtliche Zulässigkeit"
"03-2013-045","03","2013","WD 3 - 045/13","A","Der Schutz von Ehe und Familie unter dem Grundgesetz"
"03-2013-044","03","2013","WD 3 - 044/13","A","Parteiverbot und Ausschluss verfassungsfeindlicher Parteien von der staatlichen Finanzierung"
"03-2013-043","03","2013","WD 3 - 043/13","A","Der zivile .Einsatz von Drohnen in den Mitgliedstaaten der EU"
"03-2013-042","03","2013","WD 3 - 042/13","A","Fraktionsdisziplin und Abgeordnetenstatus gemäß Art. 38 Grundgesetz"
"03-2013-041","03","2013","WD 3 - 041/13","A","Gebührenpflichtigkeit einer Plakatiergenehmigung für Parteien im Wahlkampf"
"03-2013-040","03","2013","WD 3 - 040/13","A","Die Zustimmungsbedürftigkeit von Gesetzesänderungen zur Regelung der Anwendung von Fracking-Technologien - Zum gemeinsamen Vorschlag des Bundesumweltministeriums und des Bundeswirtschaftsministeriums über Regelungen zur Anwendung von Fracking-Technologien (Stand 4. März 2013)"
"03-2013-039","03","2013","WD 3 - 039/13","A","Verfassungsrechtliche Zulässigkeit der gesetzlichen Freistellung von Samenspendern von allen elterlichen Pflichten"
"03-2013-033","03","2013","WD 3 - 033/13","A","Stiftungsuniversitäten im Spannungsverhältnis zur Wissenschaftsfreiheit aus Art. 5 Abs. 3 Grundgesetz"
"03-2013-029","03","2013","WD 3 - 029/13","A","Erörterung von Einzelfragen zum Wahlrecht mit einer Mitarbeiterin des japanischen Parlaments"
"03-2013-024","03","2013","WD 3 - 024/13","A","Verdeckte Testkäufe bei Anlageberatern - Vereinbarkeit mit den Grundrechten"
"03-2013-023","03","2013","WD 3 - 023/13","A","Skizze Vortragsveranstaltung VP Oswald - „Flensburger Forum - Glücksburger Gespräche“"
"03-2013-018","03","2013","WD 3 - 018/13","A","Blockademöglichkeiten von Bundesgesetzen durch den Bundesrat"
"03-2013-016","03","2013","WD 3 - 016/13","A","Übernahme der Kosten von Polizeieinsätzen durch Veranstalter - Gegenwärtige Rechtslage und verfassungsrechtliche Grenzen"
"03-2013-015","03","2013","WD 3 - 015/13","A","Bundeskompetenz zur Einführung einer Maut auf Straßen der Länder und der Kommunen"
"03-2013-012","03","2013","WD 3 - 012/13","A","Gesetzliche Regelungen zum aktiven und passiven Wahlrecht"
"03-2013-010","03","2013","WD 3 - 010/13","A","Behandlung von Wirtschaftsdüngern bzw. von Gärresten zur Vermeidung multiresistenter Keime - Rechtslage in Deutschland, Österreich und den Niederlanden"
"03-2013-009","03","2013","WD 3 - 009/13","A","Verfassungsrechtliche Zulässigkeit der gesetzlichen Begrenzung von Mieterhöhungen bei Neuvertragsmieten"
"03-2013-007","03","2013","WD 3 - 007/13","A","Erlaubnistatbestände im Arbeitnehmerdatenschutz"
"03-2013-002","03","2013","WD 3 - 002/13","A","Besuchsverbot für Pharmareferenten in Arztpraxen - Verfassungsrechtliche Zulässigkeit"
"03-2012-330","03","2012","WD 3 - 330/12","A","Anspruch des parlamentarischen Untersuchungsausschusses auf Herausgabe von Akten in einem laufenden Strafverfahren"
"03-2012-326","03","2012","WD 3 - 326/12","A","Fragen zum Erlöschen des Aufenthaltstitels, § 51 Aufenthaltsgesetz"
"03-2012-322","03","2012","WD 3 - 322/12","A","Verpflichtende Meldung der Verordnung von Antibiotika bei Nutztieren in eine zentrale Datenbank - Verfassungsrechtliche Zulässiekeit"
"03-2012-320","03","2012","WD 3 - 320/12","A","Die Pflichtmitgliedschaft in den Industrie- und Handelskammern und den Handwerkskammern im Falle ihrer Unionsrechtswidrigkeit"
"03-2012-312","03","2012","WD 3 - 312/12","A","Verfassungsmäßigkeit des Verbots der Programmveranstaltung sowie der Programmverbreitung eines ausländischen Fernsehsenders"
"03-2012-311","03","2012","WD 3 - 311/12","A","§ 61 Abs. 2 Wasserhaushaltsgesetz - Möglichkeit einer Normenkontrollklage?"
"03-2012-310","03","2012","WD 3 - 310/12","A","Bonus zur privaten Altersvorsorge und zum Bildungssparen für die Bezieher von Betreuungsgeld - Vereinbarkeit mit dem Gleichbehandlungsgebot des Artikel 3 Abs. 1 Grundgesetz"
"03-2012-309","03","2012","WD 3 - 309/12","A","Fragen zur Regelung des öffentlichen Informationszuganges im europäischen Vergleich - Aktualisierung der Ausarbeitung WD3 - 237/11"
"03-2012-306","03","2012","WD 3 - 306/12","A","Veröffentlichung einer Statistik über die Vergabe sog. Hermes-Bürgschaften und die Wahrung der Geschäftsgeheimnisse der Unternehmen"
"03-2012-304","03","2012","WD 3 - 304/12","A","Stellt die fehlende Dokumentation des Quellcodes für die Quellen-Telekommunikationsüberwachung eine Verletzung des parlamentarischen Fragerechts dar?"
"03-2012-303","03","2012","WD 3 - 303/12","A","Der Zugang zu Bundesarchivgut für wissenschaftliche Forschungsvorhaben nach dem Bundesarchivgesetz"
"03-2012-301","03","2012","WD 3 - 301/12","A","Verfassungsmäßigkeit eines Verbotes von Therapien zur Behandlung der Homosexualität"
"03-2012-297","03","2012","WD 3 - 297/12","A","Ist der Vertrag zwischen der Bundesrepublik Deutschland und der Schweizerischen Eidgenossenschaft über die Auswirkungen des Betriebs des Flughafens Zürich auf das Hoheitsgebiet der Bundesrepublik Deutschland zustimmungsbedürftig im Bundesrat?"
"03-2012-295","03","2012","WD 3 - 295/12","A","Verhaltensregeln für Abgeordnete, in den Bundesländern"
"03-2012-294","03","2012","WD 3 - 294/12","A","Reform der Wasser- und Schifffahrtsverwaltung - Zu der Verfassungsmäßigkeit der geplanten Behördenorganisation und den Grenzen der Privatisierung"
"03-2012-288","03","2012","WD 3 - 288/12","A","Gesetzgebungskompetenz des Bundes zum Erlass eines City-Maut Gesetzes"
"03-2012-287","03","2012","WD 3 - 287/12","A","Zugang zu Akten der ehemaligen DDR nach Bundesarchivgesetz, Stasi-Unterlagen-Gesetz und Landesarchivgesetzen der neuen Bundesländer"
"03-2012-286","03","2012","WD 3 - 286/12","A","Klagemöglichkeiten gegen ein Gesetz über den Umfang der Personensorge bei einer Beschneidung des männlichen Kindes"
"03-2012-284","03","2012","WD 3 - 284/12","A","„Vorsorgekonto“ als Basisprodukt der staatlich geförderten privaten Altersvorsorge - Gesetzgebungskompetenz des Bundes und Vereinbarkeit mit dem europäischen Wettbewerbsrecht"
"03-2012-274","03","2012","WD 3 - 274/12","A","Verfassungsrechtliche Zulässigkeit von Tourismusgesetzen auf Bundes- bzw. Landesebene"
"03-2012-272","03","2012","WD 3 - 272/12","A","Verfassungsrechtlicher Rahmen für den Abbau von Steuererleichterungen - Mögliche Änderung von § 10 StromStG und § 55 EnergieStG"
"03-2012-271","03","2012","WD 3 - 271/12","A","Reform der Wasser- und Schifffahrtsverwaltung - Verfassungsrechtlicher Rahmen der Behördenorganisation"
"03-2012-269","03","2012","WD 3 - 269/12","A","Forderungen des Ethikrates zur medizinischen Behandlung Intersexueller - Gesetzgebungskompetenzen des Bundes"
"03-2012-265","03","2012","WD 3 - 265/12","A","Konsequenzen aus dem Urteil des Bundesverfassungsgerichts zum ESM und zum Fiskalpakt"
"03-2012-261","03","2012","WD 3 - 261/12","A","Studien zur Integration von in Deutschland lebenden Türken oder Personen mit türkischem Migrationshintergrund"
"03-2012-260","03","2012","WD 3 - 260/12","A","Verfassungsrechtliche Zulässigkeit der Sanktionsregelungen bei Leistungsbezug nach SGB II, SGB XII und AsylbLG"
"03-2012-259","03","2012","WD 3 - 259/12","A","Fragen zur geplanten Reform der Wasser- und Schifffahrtsverwaltung"
"03-2012-254","03","2012","WD 3 - 254/12","A","Zulässigkeit einer Drei-Prozent-Sperrklausel im Europawahlrecht"
"03-2012-252","03","2012","WD 3 - 252/12","A","Verfassungsrechtliche Einschätzung der religiös motivierten Beschneidung bei nicht-einwilligungsfähigen minderjährigen Jungen"
"03-2012-250","03","2012","WD 3 - 250/12","A","Zulässigkeit alternativer Betriebsformen bei der Verwaltung von Bundeswasserstraßen mit überwiegend touristischer Nutzung"
"03-2012-248","03","2012","WD 3 - 248/12","A","Polizeilicher Staatsschutz"
"03-2012-244","03","2012","WD 3 - 244/12","A","Rechtsfragen zur Erforderlichkeit, Organisation und Arbeitsweise des Verfassungsschutzes im föderalen Verbund"
"03-2012-236","03","2012","WD 3 - 236/12","A","Einsatz von privaten Sicherheitsfirmen im Hinblick auf das Gewaltmonopol"
"03-2012-227","03","2012","WD 3 - 227/12","A","Finanzierung von Frauenhäusern durch den Bund - Aktualisierung von WD 3 - 060/08 und WD 3 - 433/08"
"03-2012-223","03","2012","WD 3 - 223/12","A","Akteneinsicht beim Bundesverfassungsgericht"
"03-2012-222","03","2012","WD 3 - 222/12","A","Fragen zur Einführung einer Wahl der Direktkandidaten mit absoluter Mehrheit - Verfassungsmäßigkeit und Auswirkungen auf Überhangmandate und negatives Stimmgewicht"
"03-2012-221","03","2012","WD 3 - 221/12","A","Landtagswahlsysteme in Deutschland"
"03-2012-219","03","2012","WD 3 - 219/12","A","Meldepflichten von Soldaten am dienstlichen Wohnsitz"
"03-2012-217","03","2012","WD 3 - 217/12","A","Digitale Welt und Gewerberecht"
"03-2012-216","03","2012","WD 3 - 216/12","A","Folgen der Urteile des Bundesverfassungsgerichts vom 7. September 2011 und vom 28. Februar 2012"
"03-2012-215","03","2012","WD 3 - 215/12","A","Fragen zum Anwendungsbereich der§§ 12 und 13 Bundesverfassungsschutzgesetz"
"03-2012-212","03","2012","WD 3 - 212/12","A","Religiös motivierte Beschneidung minderjähriger Jungen - Würden Kinderrechte im Grundgesetz das Recht des Kindes auf körperliche Unversehrtheit anders schützen?"
"03-2012-211","03","2012","WD 3 - 211/12","A","Meldewesen - Einwilligungslösung oder Widerspruchslösung - Regelungen in den einzelnen Bundesländern"
